,id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id
1,4841630,我们 暑假 的时候 回 阿妈 家,wo3 shu3jia4 de4shi2hou4 hui2 ma1 jia1,,,declarative,zho,8,6,1,Chang2,pro:per n post v:dirc n:relat n,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
2,4841637,你 是不是 跟 xxx 呀 还有 哥哥 在 游泳池 里面 玩,ni3 shi4bu2shi4 gen1 ya hai2you3 ge1 zai4 you2you3chi2 li3mian4 wan2,,,question,zho,11,11,2,Chang2,pro:per co:int prep sfp conj n:relat prep n post v,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
3,4841644,结果 呢,jie2guo3 ne,,,question,zho,2,2,3,Chang2,n sfp,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
4,4841650,结果 呢,jie2guo3 ne,,,question,zho,2,2,4,Chang2,n sfp,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
5,4841654,你们 在 那 边 蹦 呀 跳 的 结果 呢,ni3 zai4 na4 bian1 beng4 ya tiao4 de jie2guo3 ne,,,question,zho,11,10,5,Chang2,pro:per prep pro:dem adv v sfp v cleft n sfp,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
6,4841662,怎么 回 事,zen3me hui2 shi4,,,question,zho,3,3,6,Chang2,adv:wh cl n,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
7,4841667,发生 什么 事情 了,fa1sheng1 shen2me shi4qing2 le,,,question,zho,4,4,7,Chang2,v pro:wh n asp,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
8,4841671,撞 去 外面,zhuang4 qu4 wai4mian4,,,declarative,zho,3,3,8,Chang2,v v:dirc post,CHI,,Target_Child,,43.00088297500975,female,,,,Chinese,7,125,8911,8911,15384
9,4841677,喔 撞 去 外面,wo4 zhuang4 qu4 wai4mian4,,,declarative,zho,4,4,9,Chang2,co v v:dirc post,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
10,4841683,然后 呢,ran2hou4 ne,,,question,zho,2,2,10,Chang2,conj sfp,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
11,4841690,然后 怎么 了,ran2hou4 zen3me le,,,question,zho,3,3,11,Chang2,conj adv:wh asp,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
12,4841698,然后 我 流血 了,ran2hou4 wo3 liu2xue4 le,,,declarative,zho,4,4,12,Chang2,conj pro:per v asp,CHI,,Target_Child,,43.00088297500975,female,,,,Chinese,7,125,8911,8911,15384
13,4841704,喔 然后 呢,wo4 ran2hou4 ne,,,question,zho,3,3,13,Chang2,co conj sfp,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
14,4841712,就 来 去 医院,jiu4 qu4 yi1yuan4,,,declarative,zho,3,4,14,Chang2,adv v:dirc n,CHI,,Target_Child,,43.00088297500975,female,,,,Chinese,7,125,8911,8911,15384
15,4841720,喔 缝 了 几 针,wo4 feng2 le ji3 zhen1,,,question,zho,5,5,15,Chang2,co v asp num cl,MOT,,Mother,,43.00088297500975,female,,,,Chinese,7,125,8912,8911,15384
16,4841729,四 针,si4 zhen1,,,declarative,zho,2,2,16,Chang2,num cl,CHI,,Target_Child,,43.00088297500975,female,,,,Chinese,7,125,8911,8911,15384
